Source,Preferred society name,Society id,Cross-dataset id,Original society name,eHRAF name,eHRAF code,Revised latitude,Revised longitude,Original latitude,Original longitude,Glottolog language/dialect id,Glottolog language/dialect name,ISO code,Language family
Ethnographic Atlas,Diula,Ag27,xd263,Diula (Ag27),,,9,-4,9,-4,dyul1238,Dyula,dyu,Mande
Binford Hunter-Gatherer,Agta (Cagayan),B14,xd908,Agta (Cagayan) (B14),,,17.82,121.8,17.82,121.8,cent2084,Central Cagayan Agta,agt,Austronesian
Ethnographic Atlas,Bwaidoga,Ig16,xd848,Bwaidoga (Ig16),,,-9.44,150.33,-9,150,bwai1242,Bwaidoka,bwd,Austronesian
Ethnographic Atlas,Diyari,Id4,xd779,Dieri (Id4),,,-28,138,-28,138,dier1241,Dieri,dif,Pama-Nyungan
Ethnographic Atlas,Djafun,Cb21,xd471,Djafun (Cb21),,,8,13,8,13,adam1253,Adamawa Fulfulde,fub,Atlantic-Congo
Western North American Indian database,Southern Pomo,WNAI65,xd1117,Southern Pomo (J65),Pomo,NS18,38.5,-123,38.5,123,sout2984,Southern Pomo,peq,Pomoan
Binford Hunter-Gatherer,Djaru,B108,xd956,Djaru (B108),,,-19.16,130,-19.16,130,jaru1254,Jaru,ddj,Pama-Nyungan
Ethnographic Atlas,Dobuans,Ig5,xd857,Dobuans (Ig5),,,-10,151,-10,151,dobu1241,Dobu,dob,Austronesian
Western North American Indian database,Western Apache (White Mountain),WNAI151,xd1267,White Mountain Western Apache (J151),Western,NT21,33.8,-110,33.8,110,west2615,Western Apache,apw,Athapaskan-Eyak-Tlingit
Ethnographic Atlas,Dogon,Ag3,xd266,Dogon (Ag3),Dogon,FA16,15,-3,15,-3,bank1259,Bankan Tey Dogon,dbw,Dogon
Binford Hunter-Gatherer,Dorobo,B70,xd2,Dorobo (B70),Okiek,FL20,0,36,0,36,okie1245,Okiek,oki,Nilotic
Ethnographic Atlas,Bwaka,Ai23,xd352,Bwaka (Ai23),,,3,19,3,19,ngba1284,Ngbaka Ma'bo,nbm,Atlantic-Congo
Ethnographic Atlas,Páez,Sf5,xd1378,Paez (Sf5),Paez,SC15,3,-76,3,-76,paez1247,Páez,pbb,Páez
Ethnographic Atlas,Pahari,Ef7,xd669,Pahari (Ef7),,,30,78,30,78,maha1287,Mahasu Pahari,bfz,Indo-European
Ethnographic Atlas,Pahvant,Nd57,xd1193,Pahvant (Nd57),,,39,-113,39,-113,utee1244,Ute,,Uto-Aztecan
Ethnographic Atlas,Lamotrek,If16,xd831,Lamotrek (If16),,,7.46,146.38,7,146,lamo1243,Lamotrek,,Austronesian
Ethnographic Atlas,Paiwan,Ia6,xd746,Paiwan (Ia6),,,22.44,120.77,22,121,paiw1248,Paiwan,pwn,Austronesian
Standard cross-cultural sample,Palauans,SCCS111,xd824,Palauans (SCCS111),Belau,OR15,7.5,134.5,7.5,134.5,pala1344,Palauan,pau,Austronesian
Ethnographic Atlas,Byelorussians,Ch6,xd570,Byelorussians (Ch6),,,55,28,55,28,bela1254,Belarusian,bel,Indo-European
Ethnographic Atlas,Palauans,If1,xd824,Palauans (If1),Belau,OR15,7.45,134.54,7,135,pala1344,Palauan,pau,Austronesian
Ethnographic Atlas,Palaung,Ei18,xd705,Palaung (Ei18),,,23,97,23,97,shwe1236,Shwe Palaung,pll,Austroasiatic
Binford Hunter-Gatherer,Tasiilaq,B388,xd1040,Angmaksalik (B388),,,65.64,-37.64,65.63,-37.64,east2535,East Greenlandic,,Eskimo-Aleut
Binford Hunter-Gatherer,Palawan Batak,B2,xd900,Batek (B2),,,10.03,119.09,10,119.11,bata1301,Batak,bya,Austronesian
Ethnographic Atlas,Palikur,Sd3,xd1355,Palikur (Sd3),,,3,-52,3,-52,pali1279,Palikúr,plu,Arawakan
Ethnographic Atlas,Lango,Aj4,xd409,Lango (Aj4),,,2,33,2,33,lang1324,Lango (Uganda),laj,Nilotic
Binford Hunter-Gatherer,Paliyans,B17,xd910,Paliyans (B17),,,9.75,77.5,9.75,77.5,pali1274,Paliyan,pcf,Dravidian
Ethnographic Atlas,Panare,Sc13,xd1339,Panare (Sc13),,,6,-66,6,-66,enap1235,Panare,pbh,Cariban
Ethnographic Atlas,Caddo,Nf14,xd1234,Caddo (Nf14),,,33,-93,33,-93,cadd1256,Caddo,cad,Caddoan
Ethnographic Atlas,Panguitch,Nd50,xd1186,Panguitch (Nd50),,,38,-112,38,-112,utee1244,Ute,,Uto-Aztecan
Ethnographic Atlas,Papel,Ag20,xd256,Pepel (Ag20),,,12,-16,12,-16,pape1239,Papel,pbo,Atlantic-Congo
Ethnographic Atlas,Tasiilaq,Na24,xd1040,Angmagsalik (Na24),,,66,-37,66,-37,east2535,East Greenlandic,,Eskimo-Aleut
Binford Hunter-Gatherer,Paraujano,B35,xd1330,Paraujano (B35),,,9.9,-72.41,9.9,-72.41,para1316,Paraujano,pbg,Arawakan
Ethnographic Atlas,Paraujano,Sb5,xd1330,Paraujano (Sb5),,,11,-72,11,-72,para1316,Paraujano,pbg,Arawakan
Western North American Indian database,West Saanich,WNAI18,xd1428,West Sanetch Salish (J18),,,48.4,-123.5,48.4,123.5,saan1246,Saanich,,Salishan
Ethnographic Atlas,Pare,Ad36,xd105,Pare (Ad36),,,-4,38,-4,38,asut1235,Asu (Tanzania),asa,Atlantic-Congo
Ethnographic Atlas,Paresi,Si7,xd1404,Paressi (Si7),,,-15,-58,-15,-58,pare1272,Parecís,pab,Arawakan
Ethnographic Atlas,Ngizim,Cb29,xd479,Ngizim (Cb29),,,12,10,12,10,ngiz1242,Ngizim,ngi,Afro-Asiatic
Ethnographic Atlas,Pari,Aj31,xd408,Pari (Aj31),,,5,33,5,33,pari1256,Päri,lkr,Nilotic
Western North American Indian database,Patwin,WNAI67,xd1121,Patwin Wintun (J67),,,38.7,-122,38.7,122,patw1250,Patwin,pwi,Wintuan
Ethnographic Atlas,Tasmanians (northwestern),Id8,xd783,Tasmanians (Id8),Tasmanians,OI19,-42,146,-42,146,port1278,Port Sorell,,Western Tasmanian
Ethnographic Atlas,Patwin,Nc22,xd1121,Patwin (Nc22),,,39,-122,39,-122,patw1250,Patwin,pwi,Wintuan
Binford Hunter-Gatherer,Patwin,B155,xd1121,Patwin (B155),,,39.08,-122.05,39.08,-122.05,patw1250,Patwin,pwi,Wintuan
Western North American Indian database,White Knife Shoshoni,WNAI123,xd1178,Battle Mountain Shoshone (J123),,,40.8,-117,40.8,117,west2622,Western Shoshoni,,Uto-Aztecan
Standard cross-cultural sample,Pawnee,SCCS142,xd1240,Pawnee (SCCS142),Pawnee,NQ18,42,-100,42,-100,pawn1254,Pawnee,paw,Caddoan
Ethnographic Atlas,Pawnee,Nf6,xd1240,Pawnee (Nf6),Pawnee,NQ18,42,-100,42,-100,pawn1254,Pawnee,paw,Caddoan
Western North American Indian database,Cahto,WNAI43,xd1425,Kato Athapaskan (J43),,,39.7,-123.3,39.7,123.3,kato1244,Kato,ktw,Athapaskan-Eyak-Tlingit
Ethnographic Atlas,Pedi,Ab15,xd16,Pedi (Ab15),,,-25,30,-25,30,tswe1238,Tswene,,Atlantic-Congo
Binford Hunter-Gatherer,Pekangekum,B334,xd1050,Pekangekum Ojibwa (B334),Ojibwa,NG06,51.84,-93.85,51.84,-93.85,lacs1238,Lac Seul Ojibwa,,Algic
Binford Hunter-Gatherer,Tasmanians (northwestern),B137,xd783,Tasmanians (western) (B137),Tasmanians,OI19,-41.38,145.21,-41.38,145.21,port1278,Port Sorell,,Western Tasmanian
Ethnographic Atlas,Pekangekum,Na34,xd1050,Pekangekum (Na34),Ojibwa,NG06,52,-94,52,-94,lacs1238,Lac Seul Ojibwa,,Algic
Ethnographic Atlas,Pende,Ac2,xd44,Pende (Ac2),,,-6,20,-6,20,phen1239,Phende,pem,Atlantic-Congo
Ethnographic Atlas,Bolewa,Cb7,xd484,Bolewa (Cb7),,,11,11,11,11,nucl1695,Bole,bol,Afro-Asiatic
Ethnographic Atlas,Penobscot,Ng4,xd1253,Penobscot (Ng4),,,45,-68,45,-68,peno1243,Penobscot,,Algic
Western North American Indian database,Pentlatch,WNAI15,xd1427,Pentlatch Salish (J15),,,49.5,-125,49.5,125,pent1242,Pentlatch,ptw,Salishan
Ethnographic Atlas,Ngonde,Ad16,xd83,Ngonde (Ad16),Ngonde,FN17,-10,34,-10,34,ngon1268,Ngonde,,Atlantic-Congo
Ethnographic Atlas,Piapoco,Sc17,xd1343,Piapoco (Sc17),,,6,-68,6,-68,piap1246,Piapoco,pio,Arawakan
Ethnographic Atlas,Piaroa,Sc8,xd1351,Piaroa (Sc8),,,5,-67,5,-67,piar1243,Piaroa,pid,Jodi-Saliban
Binford Hunter-Gatherer,Tasmanians (southeastern),B136,xd980,Tasmanians (eastern) (B136),,,-42.62,147.49,-42.62,147.49,sout1439,South-Eastern-Tasmanian-Hinterland,,South-Eastern Tasmanian
Ethnographic Atlas,Picuris,Nh9,xd1285,Picuris (Nh9),,,36,-106,36,-106,nort1550,Taos Northern Tiwa,twf,Kiowa-Tanoan
Binford Hunter-Gatherer,Piegan,B255,xd1217,Piegan (B255),Blackfoot,NF06,49.34,-111.21,49.34,-111.21,pieg1239,Piegan,,Algic
Ethnographic Atlas,Belu,Ic3,xd765,Belu (Ic3),,,-9,126,-9,126,tetu1245,Tetum,tet,Austronesian
Ethnographic Atlas,Piegan,Ne18,xd1217,Piegan (Ne18),Blackfoot,NF06,49,-115,49,-115,pieg1239,Piegan,,Algic
Ethnographic Atlas,Waropen,Ie6,xd820,Waropen (Ie6),,,-2.14,137.23,-2,137,waro1242,Waropen,wrp,Austronesian
Ethnographic Atlas,Pima,Ni6,xd1291,Pima (Ni6),,,31,-111,31,-111,akim1239,Akimel O'odham,,Uto-Aztecan
Western North American Indian database,Cahuilla (Desert),WNAI85,xd1131,Desert Cahuilla (J85),,,33.5,-116.2,33.5,116.2,cahu1264,Cahuilla,chl,Uto-Aztecan
Western North American Indian database,Pima,WNAI145,xd1291,Pima (J145),,,33.2,-112,33.2,112,akim1239,Akimel O'odham,,Uto-Aztecan
Ethnographic Atlas,Pimbwe,Ad21,xd89,Pimbwe (Ad21),,,-7,31,-7,31,pimb1238,Pimbwe,piw,Atlantic-Congo
Ethnographic Atlas,Tatoga,Aj28,xd404,Tatoga (Aj28),,,-5,35,-5,35,dato1239,Datooga,tcc,Nilotic
Binford Hunter-Gatherer,Pintubi,B113,xd960,Pintubi (B113),,,-22.86,129.44,-22.86,129.44,pint1250,Pintupi-Luritja,piu,Pama-Nyungan
Ethnographic Atlas,Piro,Sf8,xd1381,Piro (Sf8),,,-12,-73,-12,-73,yine1238,Yine,pib,Arawakan
Standard cross-cultural sample,Ancient Khmer,SCCS75,xd722,Khmer (SCCS75),,,13,103.83,13,103.83,nucl1298,Nuclear Central Khmer,,Austroasiatic
Binford Hunter-Gatherer,Pitjandjara,B120,xd967,Pitjandjara (B120),,,-26,130,-26,130,pitj1243,Pitjantjatjara,pjt,Pama-Nyungan
Ethnographic Atlas,Plains Bira,Ae34,xd154,Plains Bira (Ae34),,,1,30,1,30,bera1259,Bera,brf,Atlantic-Congo
Binford Hunter-Gatherer,Cahuilla (Desert),B144,xd1131,Cahuilla (B144),,,33.59,-116.24,33.59,-116.24,cahu1264,Cahuilla,chl,Uto-Aztecan
Binford Hunter-Gatherer,Plains Cree,B258,xd1218,Plains Cree (B258),,,51.86,-102.67,51.86,-102.67,plai1258,Plains Cree,crk,Algic
Ethnographic Atlas,Plains Cree,Ne19,xd1218,Plains Cree (Ne19),,,45,-94,45,-94,plai1258,Plains Cree,crk,Algic
Ethnographic Atlas,Taulípang,Sc15,xd1341,Taulipang (Sc15),,,4,-62,4,-62,taul1252,Taulipang,,Cariban
Ethnographic Atlas,Plains Suk,Aj23,xd399,Plains Suk (Aj23),,,1,36,1,36,east2420,East Pokot,,Nilotic
Ethnographic Atlas,Plateau Tonga,Ac30,xd56,Plateau Tonga (Ac30),Tonga,FQ12,-18,28,-18,28,tong1318,Tonga (Zambia),toi,Atlantic-Congo
Ethnographic Atlas,Wichita,Nf5,xd1239,Wichita (Nf5),,,34,-98,34,-98,wich1260,Wichita,wic,Caddoan
Ethnographic Atlas,Podokwo,Ah39,xd330,Podokwo (Ah39),,,11,14,11,14,park1239,Parkwa,pbi,Afro-Asiatic
Ethnographic Atlas,Pojulu,Aj13,xd388,Fajulu (Aj13),,,4,31,4,31,poju1239,Pöjulu,,Nilotic
Ethnographic Atlas,Ngumba,Ae42,xd163,Ngumba (Ae42),,,3,11,3,11,kwas1243,Kwasio,nmg,Atlantic-Congo
Ethnographic Atlas,Pokomo,Ad33,xd102,Pokomo (Ad33),,,-1,40,-1,40,poko1261,Pokomo,pkb,Atlantic-Congo
Ethnographic Atlas,Ponapeans,If5,xd836,Ponapeans (If5),,,6.88,158.22,7,158,pohn1238,Pohnpeian,pon,Austronesian
Ethnographic Atlas,Taviwatsiu,Nd61,xd1198,Taviwatsiu (Nd61),,,40,-105,40,-105,utee1244,Ute,,Uto-Aztecan
Ethnographic Atlas,Ponca,Nf12,xd1232,Ponca (Nf12),Dhegiha,NQ12,43,-99,43,-99,ponc1241,Ponca,,Siouan
Ethnographic Atlas,Pondo,Ab10,xd11,Pondo (Ab10),,,-31,30,-31,30,mpon1252,Mpondo,,Atlantic-Congo
Ethnographic Atlas,Lawa,Ej12,xd719,Lawa (Ej12),,,18,98,18,98,west2396,Western Lawa,lcp,Austroasiatic
Ethnographic Atlas,Popoi,Ai28,xd357,Popoi (Ai28),,,2,26,2,26,popo1291,Popoi,,Central Sudanic
Ethnographic Atlas,Poqomam,Sa17,xd1317,Pokomam (Sa17),,,15,-91,15,-91,poqo1253,Poqomam,poc,Mayan
Ethnographic Atlas,Ngumbi,Ab20,xd22,Ngumbi (Ab20),,,-15,15,-15,15,nkhu1238,Nkhumbi,khu,Atlantic-Congo
Ethnographic Atlas,Portuguese,Ce2,xd529,Portuguese (Ce2),,,42,-7,42,-7,gali1257,Galician Portuguese,,Indo-European
Ethnographic Atlas,Potawatomi,Na42,xd1059,Potawatomi (Na42),,,44,-85,44,-85,pota1247,Potawatomi,pot,Algic
Ethnographic Atlas,Tazarawa,Cb25,xd475,Tazarawa (Cb25),,,14,8,14,8,haus1257,Hausa,hau,Afro-Asiatic
Ethnographic Atlas,Poto,Ae29,xd148,Poto (Ae29),,,2,22,2,22,luse1252,Lusengo,lse,Atlantic-Congo
Ethnographic Atlas,Pukapukans,Ii3,xd882,Pukapukans (Ii3),Pukapuka,OZ11,-10.89,-165.84,-11,-166,puka1242,Pukapuka,pkp,Austronesian
Ethnographic Atlas,Lebanese,Cj7,xd593,Lebanese (Cj7),Lebanon,ME01,34,36,34,36,nort3141,North-Central Lebanese Arabic,,Afro-Asiatic
Ethnographic Atlas,Puku,Ae47,xd168,Puku (Ae47),,,2,10,2,10,bata1285,Batanga,bnm,Atlantic-Congo
Binford Hunter-Gatherer,Pumé,B38,xd1345,Yaruro-Pume (B38),Pumé,SS19,6.85,-68.77,6.85,-68.77,pume1238,Pumé,yae,Pumé
Ethnographic Atlas,Callinago,Sb1,xd1326,Callinago (Sb1),Island Carib,ST13,15.41,-61.27,15,-61,tyre1237,Tyrewuju,,Cariban
Ethnographic Atlas,Pumé,Sc2,xd1345,Yaruro (Sc2),Pumé,SS19,7,-68,7,-68,pume1238,Pumé,yae,Pumé
Ethnographic Atlas,Punan,Ib9,xd758,Punan (Ib9),,,3,115,3,115,puna1275,Punan Bah-Biau,pna,Austronesian
Ethnographic Atlas,Teda,Cc2,xd498,Teda (Cc2),Teda,MS22,21,17,21,17,teda1241,Tedaga,tuq,Saharan
Binford Hunter-Gatherer,Punan,B1,xd1442,Punan (B1),,,3,114,3,114,west2563,Western Penan,pne,Austronesian
Ethnographic Atlas,Punjabi,Ea13,xd600,"Punjabi, West (Ea13)",,,32,73,32,73,panj1256,Eastern Panjabi,pan,Indo-European
Ethnographic Atlas,Wikmunkan,Id6,xd781,Wikmunkan (Id6),,,-14,142,-14,142,wikm1247,Wik-Mungkan,wim,Pama-Nyungan
Ethnographic Atlas,Hunde,Ae15,xd133,Hunde (Ae15),,,-2,28,-2,28,hund1239,Hunde,hke,Atlantic-Congo
Standard cross-cultural sample,Nicobarese,SCCS78,xd691,Nicobarese (SCCS78),,,7,93.75,7,93.75,carn1240,Car Nicobarese,caq,Austroasiatic
Ethnographic Atlas,Hupa,Nb35,xd1096,Hupa (Nb35),,,41,-123,41,-123,hupa1239,Hupa,hup,Athapaskan-Eyak-Tlingit
Binford Hunter-Gatherer,Hupa,B180,xd1096,Hupa (B180),,,40.93,-123.61,40.93,-123.61,hupa1239,Hupa,hup,Athapaskan-Eyak-Tlingit
Standard cross-cultural sample,Teda,SCCS40,xd498,Teda (SCCS40),Teda,MS22,20.5,17.5,20.5,17.5,teda1241,Tedaga,tuq,Saharan
Western North American Indian database,Hupa,WNAI38,xd1096,Hupa Athapaskan (J38),,,41,-123.5,41,123.5,hupa1239,Hupa,hup,Athapaskan-Eyak-Tlingit
Standard cross-cultural sample,Huron,SCCS144,xd1244,Huron (SCCS144),,,44.5,-79,44.5,-79,wyan1247,Wyandot,wya,Iroquoian
Ethnographic Atlas,Acholi,Aj10,xd385,Acholi (Aj10),,,3,32,3,32,dhop1238,Dhopaluo,,Nilotic
Ethnographic Atlas,Huron,Ng1,xd1244,Huron (Ng1),,,44,-78,44,-78,wyan1247,Wyandot,wya,Iroquoian
Ethnographic Atlas,Hutsuls,Ch2,xd557,Hutsul (Ch2),,,49,24,49,24,sout2604,Southwest Ukrainian,,Indo-European
Binford Hunter-Gatherer,Calusa,B46,xd919,Calusa (B46),,,26.48,-81.96,-26.5,-82,calu1239,Calusa,,Unclassifiable
Ethnographic Atlas,Hwana,Ah37,xd328,Hona (Ah37),,,10,13,10,13,hwan1240,Hwana,hwo,Afro-Asiatic
Ethnographic Atlas,Iatmul,Ie35,xd813,Iatmul (Ie35),,,-4,143,-4,143,iatm1242,Iatmul,ian,Ndu
Ethnographic Atlas,Tehuelche,Sg4,xd1386,Tehuelche (Sg4),Tehuelche,SH05,-46,-70,-46,-70,tehu1242,Tehuelche,teh,Chonan
Ethnographic Atlas,Iban,Ib1,xd750,Iban (Ib1),Iban,OC06,2,112,2,112,iban1264,Iban,iba,Austronesian
Ethnographic Atlas,Ibibio,Af20,xd198,Ibibio (Af20),,,5,8,5,8,ibib1240,Ibibio,ibb,Atlantic-Congo
Ethnographic Atlas,Lendu,Ai29,xd358,Lendu (Ai29),,,2,30,2,30,lend1245,Lendu,led,Central Sudanic
Ethnographic Atlas,Icelanders,Cg2,xd542,Icelanders (Cg2),Early Icelanders,EQ02,64,-20,64,-20,icel1247,Icelandic,isl,Indo-European
Ethnographic Atlas,Idoma,Af29,xd207,Idoma (Af29),,,7,8,7,8,idom1241,Idoma,idu,Atlantic-Congo
Binford Hunter-Gatherer,Nipigon,B337,xd1051,Nipigon Ojibwa (B337),Ojibwa,NG06,49.34,-88.31,49.34,-88.31,cent2136,Central Ojibwa,ojc,Algic
Ethnographic Atlas,Ifaluk,If4,xd835,Ifuluk (If4),Woleai,OR21,7.25,144.46,7,147,nucl1479,Nuclear Woleaian,,Austronesian
Ethnographic Atlas,Ife,Af34,xd213,Ife (Af34),Yoruba,FF62,7,5,7,5,ifee1241,Ifè,ife,Atlantic-Congo
Standard cross-cultural sample,Tehuelche,SCCS185,xd1386,Tehuelche (SCCS185),Tehuelche,SH05,-40.5,-68,-40.5,-68,tehu1242,Tehuelche,teh,Chonan
Ethnographic Atlas,Ifora,Cc12,xd490,Ifora (Cc12),,,20,2,20,2,tadh1242,Tadhaq,,Afro-Asiatic
Ethnographic Atlas,Ifugao,Ia3,xd743,Ifugao (Ia3),Ifugao,OA19,17,121,17,121,tuwa1243,Tuwali Ifugao,ifk,Austronesian
Ethnographic Atlas,Wind River Eastern Shoshone,Nd64,xd1201,Wind River (Nd64),,,43,-109,43,-109,nort2955,Northern Shoshoni,,Uto-Aztecan
Standard cross-cultural sample,Ifugao,SCCS112,xd743,Ifugao (SCCS112),Ifugao,OA19,16.83,121.17,16.83,121.17,tuwa1243,Tuwali Ifugao,ifk,Austronesian
Ethnographic Atlas,Igala,Af30,xd209,Igala (Af30),,,7,7,7,7,igal1242,Igala,igl,Atlantic-Congo
Ethnographic Atlas,Camba,Se7,xd1371,Camba (Se7),,,-18,-63,-18,-63,chiq1248,Chiquitano,cax,Chiquitano
Ethnographic Atlas,Igbo,Af10,xd187,Ibo (Af10),Igbo,FF26,6,7,6,7,nucl1417,Igbo,ibo,Atlantic-Congo
Standard cross-cultural sample,Igbo,SCCS17,xd187,Igbo (SCCS17),Igbo,FF26,5.5,7.33,5.5,7.33,nucl1417,Igbo,ibo,Atlantic-Congo
Binford Hunter-Gatherer,Tehuelche,B51,xd1386,Tehuelche (B51),Tehuelche,SH05,-46,-68.7,-46,-68.7,tehu1242,Tehuelche,teh,Chonan
Binford Hunter-Gatherer,Iglulik Inuit,B384,xd1025,Iglulik Inuit (B384),,,69.45,-81.51,69.44,-81.51,west2618,Western Canadian Inuktitut,ikt,Eskimo-Aleut
Ethnographic Atlas,Iglulik Inuit,Na22,xd1025,Iglulik (Na22),,,70,-82,70,-82,west2618,Western Canadian Inuktitut,ikt,Eskimo-Aleut
Binford Hunter-Gatherer,Wintu,B160,xd1112,Wintu (B160),,,40.9,-122.35,40.9,-122.35,nucl1651,Nuclear Wintu,,Wintuan
Ethnographic Atlas,Ijaw,Af21,xd199,Ijaw (Af21),,,4.37,6.58,2,6,kala1381,Kalabari,ijn,Ijoid
Ethnographic Atlas,Ila,Ac1,xd33,Ila (Ac1),Ila,FQ06,-16,27,-16,27,ilaa1246,Ila,ilb,Atlantic-Congo
Binford Hunter-Gatherer,Nisenan,B163,xd1111,Nisenan (B163),,,39.03,-121.15,39.03,-121.15,nise1244,Nisenan,nsz,Maiduan
Binford Hunter-Gatherer,Ildawongga,B112,xd959,Ildawongga (B112),,,-22.93,127.18,-22.93,127.18,wanm1242,Wanman,wbt,Pama-Nyungan
Ethnographic Atlas,Ili-Mandiri,Ic7,xd769,Ili-Mandiri (Ic7),,,-8.33,122.85,-8,123,lama1277,Lamaholot,slp,Austronesian
Ethnographic Atlas,Teita,Ad37,xd106,Teita (Ad37),,,-4,39,-4,39,tait1250,Taita,dav,Atlantic-Congo
Ethnographic Atlas,Inca,Sf1,xd1374,Inca (Sf1),Inca,SE13,-13,-72,-13,-72,cusc1236,Cusco Quechua,quz,Quechuan
Standard cross-cultural sample,Inca,SCCS171,xd1374,Inca (SCCS171),Inca,SE13,-13.5,-72,-13.5,-72,cusc1236,Cusco Quechua,quz,Quechuan
Ethnographic Atlas,Wintu,Nc14,xd1112,Wintu (Nc14),,,41,-122,41,-122,nucl1651,Nuclear Wintu,,Wintuan
Ethnographic Atlas,Indo-Iranian,Ef3,xd665,Aryans (Ef3),,,30,75,30,75,sans1269,Sanskrit,san,Indo-European
Ethnographic Atlas,Ingassana,Ai4,xd370,Ingassana (Ai4),,,11,34,11,34,gaam1241,Gaam,tbi,Eastern Jebel
Ethnographic Atlas,Canela,Sj4,xd1412,Ramcocamecra (Sj4),Canela,SO08,-7,-45,-7,-45,cane1242,Canela-Krahô,ram,Nuclear-Macro-Je
Ethnographic Atlas,Ingrians,ch18,xd555,Ingrians (ch18),,,59,29,59,29,ingr1248,Ingrian,izh,Uralic
Binford Hunter-Gatherer,Inughuit (Northern Greenland),B390,xd1031,Polar Inuit (B390),,,77.53,-69.5,77.49,-69.5,pola1254,Polar Eskimo,,Eskimo-Aleut
Ethnographic Atlas,Teke,Ac19,xd43,Teke (Ac19),,,-3,15,-3,15,teke1278,Teke-Eboo-Nzikou,ebo,Atlantic-Congo
Ethnographic Atlas,Inughuit (Northern Greenland),Na14,xd1031,Polar Eskimo (Na14),,,78,-70,78,-70,pola1254,Polar Eskimo,,Eskimo-Aleut
Binford Hunter-Gatherer,Inupiat,B380,xd1021,Point Hope Inuit (B380),,,68.41,-166.21,68.29,-166.62,poin1245,Point Hope Inupiatun,,Eskimo-Aleut
Western North American Indian database,Wintu (McCloud River),WNAI48,xd1112,McCloud River Wintu (J48),,,40.8,-122.4,40.8,122.4,nucl1651,Nuclear Wintu,,Wintuan
Binford Hunter-Gatherer,Inuvialuit,B378,xd1019,Mackenzie Inuit (B378),,,69.67,-132.08,69.96,-132.09,sigl1242,Siglit,,Eskimo-Aleut
Ethnographic Atlas,Iowa,Nf10,xd1230,Iowa (Nf10),,,41,-95,41,-95,iowa1246,Iowa,,Siouan
Ethnographic Atlas,Cantonese,Ed16,xd644,Cantonese (Ed16),,,23,113,23,113,yuec1235,Yue Chinese,yue,Sino-Tibetan
Ethnographic Atlas,Iranians,Ea9,xd608,Iranians (Ea9),,,36,52,36,52,tehr1242,Tehrani,,Indo-European
Ethnographic Atlas,Iraqw,Ca4,xd448,Iraqw (Ca4),,,-4,35,-4,35,iraq1241,Iraqw,irk,Afro-Asiatic
Ethnographic Atlas,Tekna,Cd9,xd527,Tekna (Cd9),,,28,-11,28,-11,hass1238,Hassaniyya,mey,Afro-Asiatic
Ethnographic Atlas,Irish,Cg3,xd543,Irish (Cg3),Rural Irish,ER06,53,-9,53,-9,iris1253,Irish,gle,Indo-European
Standard cross-cultural sample,Irish,SCCS51,xd543,Irish (SCCS51),Rural Irish,ER06,53.5,-10,53.5,-10,iris1253,Irish,gle,Indo-European
Western North American Indian database,Wintu (Sacramento River),WNAI49,xd1112,Sacramento River Wintu (J49),,,41.2,-122.4,41.2,122.4,nucl1651,Nuclear Wintu,,Wintuan
Ethnographic Atlas,Isala,Ag40,xd278,Isala (Ag40),,,10,-2,10,-2,tumu1242,Tumulung Sisaala,sil,Atlantic-Congo
Ethnographic Atlas,Ishigakians,Ed13,xd640,Ishigakians (Ed13),,,24.46,124.14,24,124,yaey1239,Yaeyama,rys,Japonic
Western North American Indian database,Nisenan (Southern),WNAI59,xd1111,Southern Nisenan (J59),,,38.8,-121,38.8,121,nise1244,Nisenan,nsz,Maiduan
Western North American Indian database,Isleta,WNAI171,xd1260,Isleta (J171),,,34.8,-106.7,34.8,106.7,sout2961,Southern Tiwa,tix,Kiowa-Tanoan
Ethnographic Atlas,Isleta,Nh10,xd1260,Isleta (Nh10),,,35,-107,35,-107,sout2961,Southern Tiwa,tix,Kiowa-Tanoan
Ethnographic Atlas,Telugu,Eg10,xd673,Telugu (Eg10),Telugu,AW17,18,79,18,79,telu1262,Telugu,tel,Dravidian
Ethnographic Atlas,Isoko,Af25,xd203,Isoko (Af25),,,5,6,5,6,isok1239,Isoko,iso,Atlantic-Congo
Ethnographic Atlas,Itelmen,ec13,xd621,Itelmen (ec13),,,54.98,161.79,55,168,itel1242,Itelmen,itl,Chukotko-Kamchatkan
Western North American Indian database,Wintu (Trinity River),WNAI47,xd1112,Trinity River Wintu (J47),,,40.6,-123.2,40.6,123.2,nucl1651,Nuclear Wintu,,Wintuan
Ethnographic Atlas,Itsekiri,Af22,xd200,Itsekiri (Af22),,,6,5,6,5,isek1239,Isekiri,its,Atlantic-Congo
Ethnographic Atlas,Iwa,Ad15,xd82,Iwa (Ad15),,,-10,32,-10,32,nyam1275,Nyamwanga,mwn,Atlantic-Congo
Binford Hunter-Gatherer,Caribou Inuit,B374,xd1038,Caribou Inuit (B374),,,64.33,-96.2,64.33,-96.2,cari1277,Caribou Eskimo,,Eskimo-Aleut
Ethnographic Atlas,Jakaltek,Sa15,xd1315,Jacaltec (Sa15),,,14,-90,14,-90,popt1235,Popti',jac,Mayan
Binford Hunter-Gatherer,Jankundjara,B123,xd969,Jankundjara (B123),,,-27,131.95,-27,131.95,yank1247,Yankunytjatjara,kdd,Pama-Nyungan
